Features,Importance
Paralysis ,0.1682862636372735
Voice ,0.04704638663874852
Feeding_Tube ,0.05750085641428851
Vision ,0.034247412513477876
Cognitive ,0.13021227447877579
Perception ,0.12269931115004828
Dressing ,0.13767775237687874
Incontinence ,0.09561378227963808
Emotions ,0.12796646979949866
Sex ,0.07874949071137202
