Features,Importance
Paralysis ,0.08797674020145145
Voice ,0.08796306519769022
Feeding_Tube ,0.045950047073158244
Vision ,0.08831866841228572
Cognitive ,0.12009400905643275
Perception ,0.14627143897269812
Dressing ,0.09710090614493186
Incontinence ,0.09860918028767082
Emotions ,0.1468743100212232
Sex ,0.08084163463245776
