Features,Importance
Paralysis ,0.006154052881471477
Voice ,0.0050206116516752506
Feeding_Tube ,0.006107968762151828
Vision ,0.4742468316494076
Cognitive ,0.006709384520477477
Perception ,0.006028339658425526
Dressing ,0.006000666918712181
Incontinence ,0.005904937339322124
Emotions ,0.006078948675209018
Sex ,0.47774825794314757
