Features,Importance
Paralysis ,0.027937243235965945
Voice ,0.026133962017991008
Feeding_Tube ,0.1264658361149279
Vision ,0.07247190491030295
Cognitive ,0.1715144125089148
Perception ,0.0026003822242667025
Dressing ,0.2428674983960785
Incontinence ,0.0743209811118089
Emotions ,0.12747778900562207
Sex ,0.1282099904741213
