Features,Importance
Paralysis ,0.21804565554078675
Voice ,0.0406916326911357
Feeding_Tube ,0.0018355525611777341
Vision ,0.6192762025463534
Cognitive ,0.0372070902053655
Perception ,0.044469355152868276
Dressing ,0.0032584878786548763
Incontinence ,0.002899203092378255
Emotions ,0.02986699335520354
Sex ,0.002449826976075852
