Features,Importance
Paralysis ,0.16169475376362813
Voice ,0.04524590874436841
Feeding_Tube ,0.05197037847706124
Vision ,0.05361618246801115
Cognitive ,0.12541694165900324
Perception ,0.13850284258021653
Dressing ,0.11619918448101298
Incontinence ,0.12791340609645882
Emotions ,0.11346339063627932
Sex ,0.0659770110939602
