Features,Importance
Paralysis ,0.001405903958376047
Voice ,0.002631749552172257
Feeding_Tube ,0.07007037081496838
Vision ,0.04188469155476107
Cognitive ,0.003779442751402207
Perception ,0.12252848059862813
Dressing ,0.011972841446834026
Incontinence ,0.0014793787816668306
Emotions ,0.15104486520511443
Sex ,0.5932022753360767
