Features,Importance
Paralysis ,0.0026787617669081385
Voice ,0.015631547630915583
Feeding_Tube ,0.0959444254795515
Vision ,0.06839735991716805
Cognitive ,0.01346548826004728
Perception ,0.12392911020244862
Dressing ,0.019342619091232683
Incontinence ,0.002077844938621399
Emotions ,0.1758633475568029
Sex ,0.48266949515630386
