Features,Importance
Paralysis ,0.018834831939616204
Voice ,0.11086217117949237
Feeding_Tube ,0.17946243034490422
Vision ,0.10610182822296156
Cognitive ,0.18453911341796478
Perception ,0.16941822325058728
Dressing ,0.10966936060388771
Incontinence ,0.01874303704984623
Emotions ,0.014959223447729144
Sex ,0.08740978054301062
