Features,Importance
Paralysis ,0.051849757920719136
Voice ,0.02598504487220529
Feeding_Tube ,0.029288698017334157
Vision ,0.0010539379707252983
Cognitive ,0.0005566573789042075
Perception ,0.3539826997095351
Dressing ,0.40015494924598954
Incontinence ,0.05546202825362511
Emotions ,0.038096812215088816
Sex ,0.04356941441587347
