Features,Importance
Paralysis ,0.13756942715401516
Voice ,0.04321611200975174
Feeding_Tube ,0.04561267182262905
Vision ,0.03841740496188745
Cognitive ,0.11107241031922158
Perception ,0.13740809617182462
Dressing ,0.11664792959248492
Incontinence ,0.1210451066878663
Emotions ,0.1107257693413476
Sex ,0.1382850719389715
