Features,Importance
Paralysis ,0.23401458262785246
Voice ,0.18563162970106073
Feeding_Tube ,0.11408013140806299
Vision ,0.20087815758922317
Cognitive ,0.0003030242151505318
Perception ,0.0011514188159120582
Dressing ,0.0008774592432160452
Incontinence ,0.001749221363415528
Emotions ,0.000625591109709954
Sex ,0.2606887839263965
