Features,Importance
Paralysis ,0.02582699651793874
Voice ,0.07370655836734757
Feeding_Tube ,0.13004806741719027
Vision ,0.1490616334914667
Cognitive ,0.13313100377456796
Perception ,0.14261942130064348
Dressing ,0.12945110972562868
Incontinence ,0.03720053004022012
Emotions ,0.07217519759072581
Sex ,0.10677948177427077
