Features,Importance
Paralysis ,0.1217503422156486
Voice ,0.056265063112814234
Feeding_Tube ,0.13311263369603932
Vision ,0.09555635145842274
Cognitive ,0.09643923611030882
Perception ,0.08075247777753944
Dressing ,0.08664506141387907
Incontinence ,0.08173496145154777
Emotions ,0.08739647656291388
Sex ,0.16034739620088628
