Features,Importance
Paralysis ,0.029290824863164863
Voice ,0.09811935413033572
Feeding_Tube ,0.15513623215073472
Vision ,0.08702645366429039
Cognitive ,0.1693581560317105
Perception ,0.16701164385350956
Dressing ,0.08022506100346685
Incontinence ,0.022448970574693687
Emotions ,0.03239441715408111
Sex ,0.1589888865740125
