Features,Importance
Paralysis ,0.019746062398244522
Voice ,0.10752357864692724
Feeding_Tube ,0.1907508257641084
Vision ,0.07876754922355578
Cognitive ,0.14656892380723835
Perception ,0.20969889233798414
Dressing ,0.10442648391013176
Incontinence ,0.03116633297340152
Emotions ,0.028550279083989022
Sex ,0.08280107185441922
