Features,Importance
Paralysis ,0.10235303606098486
Voice ,0.1174117507109389
Feeding_Tube ,0.12890631263267074
Vision ,0.07792528445278143
Cognitive ,0.12054671196194008
Perception ,0.1288275847333597
Dressing ,0.07991499833244395
Incontinence ,0.07566553087978624
Emotions ,0.10862711615997778
Sex ,0.05982167407511629
