Features,Importance
Paralysis ,0.14118357678891993
Voice ,0.045133366204805306
Feeding_Tube ,0.053414603638981005
Vision ,0.04367693853304009
Cognitive ,0.11307104857046206
Perception ,0.11430785327804052
Dressing ,0.10542061545305707
Incontinence ,0.14185784534833443
Emotions ,0.10357338523263188
Sex ,0.13836076695172767
