Features,Importance
Paralysis ,0.0925917748442284
Voice ,0.08896977293297517
Feeding_Tube ,0.05664326550656693
Vision ,0.08666184718779821
Cognitive ,0.04109079376773312
Perception ,0.15756394245165378
Dressing ,0.10442514730344085
Incontinence ,0.0953963912947838
Emotions ,0.16628780574794572
Sex ,0.11036925896287404
