Features,Importance
Paralysis ,0.11918654200226499
Voice ,0.06634917518762452
Feeding_Tube ,0.15676727554668643
Vision ,0.1891929579410632
Cognitive ,0.03331287953398665
Perception ,0.01657240576762745
Dressing ,0.05941465308789865
Incontinence ,0.023050856839509044
Emotions ,0.0953776977142168
Sex ,0.24077555637912235
