Features,Importance
Paralysis ,0.03628064797215341
Voice ,0.044319424689003746
Feeding_Tube ,0.05281667053519305
Vision ,0.1013615303730489
Cognitive ,0.04165145018810699
Perception ,0.14159254969557572
Dressing ,0.1304869675244009
Incontinence ,0.11230155369852546
Emotions ,0.22733694781095815
Sex ,0.11185225751303356
