Features,Importance
Paralysis ,0.09960369964429713
Voice ,0.20254166765551757
Feeding_Tube ,0.09177542207283555
Vision ,0.1630492601422707
Cognitive ,0.014176269456880459
Perception ,0.04883613501008726
Dressing ,0.0790743214027239
Incontinence ,0.24061217057655218
Emotions ,0.04679663806062535
Sex ,0.01353441597820987
