Features,Importance
Paralysis ,0.10549760198616588
Voice ,0.08976308983135475
Feeding_Tube ,0.08712064389694289
Vision ,0.054427693440901675
Cognitive ,0.06877969239952601
Perception ,0.1543182605480266
Dressing ,0.08643396314052715
Incontinence ,0.12756253507353066
Emotions ,0.1422132586784083
Sex ,0.08388326100461599
