Features,Importance
Paralysis ,0.1535946582975815
Voice ,0.05325578195690699
Feeding_Tube ,0.05909358175995624
Vision ,0.04102201133846104
Cognitive ,0.11915536121972979
Perception ,0.14134437910915204
Dressing ,0.13821590685071633
Incontinence ,0.0820563215896477
Emotions ,0.1232180735170579
Sex ,0.08904392436079052
